URL,Tag1,Tag2,Tag3,Trustworthy
thephaser.com,conspiracy,,,0
thepoke.co.uk,satire,,,0
thepoliticalinsider.com,conspiracy,bias,unreliable,0
thepostemail.com,unknown,,,0
theracketreport.com,fake,satire,,0
therealstrategy.com,bias,conspiracy,hate,0
therebel.media,unknown,,,0
thereporterz.com,fake,,,0
therightists.com,fake,bias,,0
therightplanet.com,unknown,,,0
therightstuff.biz,hate,,,0
therundownlive.com,unknown,,,0
therussophile.org,unknown,,,0
thesaker.is,unknown,,,0
theshovel.com.au,satire,,,0
theskunk.org,satire,,,0
thesleuthjournal.com,unknown,,,0
thespoof.com,satire,,,0
thestatelyharold.com,satire,,,0
thetimesoftheworld.com,satire,,,0
thetruthaboutcancer.com,unknown,,,0
thetruthdivision.com,fake,bias,,0
thetruthseeker.co.uk,fake,conspiracy,junksci,0
TheTruthWins.com,unknown,,,0
theunrealtimes.com,satire,,,0
theuspatriot.com,satire,fake,,0
thevalleyreport.com,satire,,,0
TheVictoryReport.org,unknown,,,0
thewatchtowers.com,bias,conspiracy,clickbait,0
TheWealthWatchman.com,unknown,,,0
theworldstyle.com,unknown,,,0
thirdworldtraveler.com,unknown,,,0
thisismynewworld.com,unknown,,,0
threepercenternation.com,fake,conspiracy,bias,0
thrivemovement.com,unknown,,,0
TomWoods.com,unknown,,,0
topekasnews.com,satire,,,0
topinfopost.com,clickbait,unreliable,conspiracy,0
topnewspolitics.com,unknown,,,0
topratedviral.com,unknown,,,0
toprightnews.com,unknown,,,0
totalworldnews.com,unknown,,,0
traderdan.com,unknown,,,0
tradewithdave.com,unknown,,,0
TragedyandHope.com,unknown,,,0
trendingnewsguide.com,unknown,,,0
trendingnewstoday.net,unknown,,,0
tribuneherald.net,unknown,,,0
tribunist.com,unknown,,,0
TrueActivist.com,clickbait,unreliable,,0
trueeconomics.blogspot.com,unknown,,,0
truepundit.com,bias,clickbait,,0
trumpvision365.com,fake,,,0
trunews.com,unknown,,,0
truthandaction.org,bias,conspiracy,clickbait,0
truthbroadcastnetwork.com,conspiracy,clickbait,,0
truthfeed.com,hate,bias,conspiracy,0
truthfrequencyradio.com,conspiracy,,,0
truthingold.com,unknown,,,0
TruthInMedia.com,unknown,,,0
truthkings.com,bias,conspiracy,junksci,0
truthnetwork.com,unknown,,,0
truthrevolt.org,bias,hate,,0
TruthStreamMedia.com,unknown,,,0
ttmygh.com/blog,unknown,,,0
tunerspeed.com,unknown,,,0
turnerradionetwork.com,unknown,,,0
twitchy.com,clickbait,rumor,,0
tyronetribulations.com,unknown,,,0
ufoholic.com,conspiracy,,,0
unclesamsmisguidedchildren.com,bias,,,0
unconfirmedsources.com,satire,,,0
undergroundhealth.com,unknown,,,0
undergroundworldnews.com,fake,conspiracy,bias,0
unionleader.com,unknown,,,0
unitedmediapublishing.com,fake,,,0
universepolitics.com,unknown,,,0
unz.com,unknown,,,0
us.blastingnews.com,satire,unreliable,,0
usa2016elections.com,unknown,,,0
usacoinbook.com,unknown,,,0
usadailypolitics.com,fake,,,0
usadailytime.com,unknown,,,0
usahitman.com,fake,conspiracy,,0
usainfobox.com,unknown,,,0
usajournalist.com,unknown,,,0
usalinepolitics.com,unknown,,,0
usalinepoliticsnow.com,unknown,,,0
usamagazinestudio.com,unknown,,,0
usanews24hrs.com,unknown,,,0
usanewsflash.com,unknown,,,0
usanewsflash.com,fake,bias,clickbait,0
usanewshome.com,unknown,,,0
usanewsinsider.com,fake,bias,clickbait,0
usanewspolitics.com,unknown,,,0
usanewsstudio.com,unknown,,,0
usaonlinepolitics.com,unknown,,,0
usaonlinetoday.com,unknown,,,0
usaphase.com,unknown,,,0
usapoliticsdaily.com,unknown,,,0
usapoliticsnow.com,unknown,,,0
usapoliticstoday.com,bias,unreliable,,0
usapoliticus.com,unknown,,,0
usapowernews.com,unknown,,,0
usascan.com,unknown,,,0
usasupreme.com,fake,,,0
usatwentyfour.com,unknown,,,0
USAWatchdog.com,unknown,,,0
uschronicle.com,bias,conspiracy,hate,0
usconservativetoday.com,fake,,,0
usdcrisis.com,unknown,,,0
usdefensewatch.com,unreliable,,,0
usfanzone.com,unknown,,,0
ushealthyadvisor.com,fake,conspiracy,junksci,0
usherald.com,bias,conspiracy,unreliable,0
uslifetoday.com,unknown,,,0
usmediacenter.com,unknown,,,0
uspolitics24.com,unknown,,,0
uspoliticslive.com,fake,bias,conspiracy,0
usslibertyveterans.org,unknown,,,0
UsualSuspect.net,unknown,,,0
usuncut.com,clickbait,bias,unreliable,0
usviewer.com,unknown,,,0
utopiathecollapse.com,unknown,,,0
vdare.com,unknown,,,0
veteransnewsnow.com,unknown,,,0
veteranstoday.com,bias,unreliable,,0
vigilantcitizen.com,fake,conspiracy,,0
viralliberty.com,fake,bias,clickbait,0
viraltube.nl,unknown,,,0
voltairenet.org,unknown,,,0
vonpress.com,unknown,,,0
votocrat.com,unknown,,,0
wakeupthesheep.com,unknown,,,0
wakingtimes.com,unknown,,,0
wakingupwisconsin.com,conspiracy,,,0
wallstreetexaminer.com,unknown,,,0
WallStreetOnParade.com,unknown,,,0
washingtonexaminer.com,unreliable,bias,conspiracy,0
washingtonsblog.com,bias,conspiracy,satire,0
waterfordwhispersnews.com,satire,,,0
wb7.hk,unknown,,,0
wealthcycles.com,unknown,,,0
wealthwire.com,unknown,,,0
wearechange.org,bias,conspiracy,,0
weaselzippers.us,unknown,,,0
webdaily.com,fake,conspiracy,bias,0
weeklystandard.com,unknown,,,0
weeklyworldnews.com,fake,rumor,clickbait,0
weshapelife.org,unknown,,,0
westernjournalism.com,bias,clickbait,,0
whatdoesitmean.com,conspiracy,,,0
whatreallyhappened.com,conspiracy,rumor,,0
whitepower.com,hate,conspiracy,bias,0
whowhatwhy.com,unreliable,,,0
whowhatwhy.org,,,,0
whydontyoutrythis.com,junksci,rumor,,0
WideAwakeNews.com,unknown,,,0
wikileaks.com,rumors,,,0
wikileaks.org,rumors,,,0
wikispooks.com,unknown,,,0
WilliamBanzai7.blogspot.com,unknown,,,0
Willyloman.wordpress.com,conspiracy,,,0
winkprogress.com,satire,,,0
winningdemocrats.com,bias,unreliable,,0
witscience.org,satire,,,0
wnd.com,bias,clickbait,unreliable,0
WolfStreet.com,unknown,,,0
wonkie.com,satire,,,0
world24monitor.com,unknown,,,0
worldcallyoutoday.com,unknown,,,0
worlddaily.info,unknown,,,0
worldnewsdailyreport.com,satire,,,0
worldnewspolitics.com,bias,,,0
worldpoliticsus.com,fake,,,0
worldrumor.com,fake,,,0
worldstoriestoday.com,fake,,,0
worldtruth.tv,conspiracy,junksci,,0
worldwidehealthy.com,junksci,clickbait,,0
wundergroundmusic.com,satire,,,0
www.rt.com,state,,,0
X22Report.com,unknown,,,0
yellowhammernews.com,political,,,0
yesimright.com,fake,bias,,0
Youngcons.com,bias,unreliable,,0
yourfunpage.com,fake,,,0
yournationnews.com,unknown,,,0
YourNewsline.wordpress.com,unknown,,,0
yournewswire.com,clickbait,junksci,,0
zaytung.com,unknown,,,0
Zengardner.com,unknown,,,0
zerohedge.com,conspiracy,,,0
zootfeed.com,conspiracy,,,0
,,,,
https://www.wsj.com/,,,,1
https://www.nytimes.com/,,,,1
https://www.bbc.com/news,,,,1
https://www.npr.org/,,,,1
https://www.reuters.com/,,,,1
https://www.economist.com/,,,,1
https://www.ap.org/en-us/,,,,1
https://www.washingtonpost.com/,,,,1
https://www.newyorker.com/,,,,1
https://www.bloomberg.com/,,,,1
https://www.foreignaffairs.com/,,,,1
https://www.theatlantic.com/,,,,1
https://www.politico.com/,,,,1
